user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
113445054@N07	11763756713_854280eef7_o.jpg	1326	(25, 32)	m	111	670	472	472	-10	0	158
113445054@N07	11765442876_9b9a220fc5_o.jpg	1348	35	f	1238	274	765	765	20	0	58
113445054@N07	11763968396_0c608ac483_o.jpg	1329	34	m	674	803	809	809	-5	0	99
113445054@N07	11764189693_65f597acc9_o.jpg	1325	(25, 32)	f	814	666	421	420	-5	0	53
113445054@N07	11763944695_4f4cecefec_o.jpg	1325	(25, 32)	f	1161	973	447	447	0	0	59
113445054@N07	11763641473_0d76cf0534_o.jpg	1326	(25, 32)	m	1404	1501	331	331	-10	0	123
113445054@N07	11763641473_0d76cf0534_o.jpg	1330	(25, 32)	f	1308	1673	268	268	0	0	85
113445054@N07	11764203754_d6e0bfd6cb_o.jpg	1325	(25, 32)	f	651	510	517	516	-5	0	64
113445054@N07	11764531506_1f240011c7_o.jpg	1324	(15, 20)	f	1319	707	313	312	-5	0	101
113445054@N07	11764531506_1f240011c7_o.jpg	1323	(25, 32)	f	1601	640	306	306	-5	0	126
113445054@N07	11763527753_2074d78030_o.jpg	1325	(25, 32)	f	1324	597	676	676	0	0	76
113445054@N07	11764761716_9f2f5589b3_o.jpg	1325	(25, 32)	f	2075	833	726	727	-10	0	116
113445054@N07	11763801285_52a5b58487_o.jpg	1325	(25, 32)	f	607	172	809	809	5	0	78
113445054@N07	11764937843_129ec46d46_o.jpg	1350	(25, 32)	f	361	1147	612	612	-15	0	21
113445054@N07	11764937843_129ec46d46_o.jpg	1348	35	f	1973	463	446	447	5	0	58
113445054@N07	11764663395_3a0be7f832_o.jpg	1350	(25, 32)	f	814	1781	484	485	-10	0	32
113445054@N07	11764663395_3a0be7f832_o.jpg	1334	(25, 32)	f	1404	1545	408	408	0	0	79
113445054@N07	11764663395_3a0be7f832_o.jpg	1333	(25, 32)	f	497	1684	382	383	-10	0	72
113445054@N07	11764663395_3a0be7f832_o.jpg	1348	35	f	1129	1541	332	331	10	0	52
113445054@N07	11763961956_4173468dc3_o.jpg	1329	34	m	1338	1244	370	370	0	0	91
113445054@N07	11763942295_0f0b2ccf64_o.jpg	1325	(25, 32)	f	685	849	338	338	-5	0	25
113445054@N07	11763537023_ef4d001ae9_o.jpg	1329	34	m	1020	1020	612	612	-15	0	77
113445054@N07	11763537023_ef4d001ae9_o.jpg	1325	(25, 32)	f	511	1383	453	453	-10	0	83
113445054@N07	11763688794_390b211a41_o.jpg	1325	(25, 32)	f	1820	906	612	612	5	0	61
113445054@N07	11764020373_f29ce4eeaa_o.jpg	1327	(25, 32)	f	2047	513	498	497	10	0	109
113445054@N07	11764020373_f29ce4eeaa_o.jpg	1325	(25, 32)	f	1238	395	491	491	10	0	72
113445054@N07	11764020373_f29ce4eeaa_o.jpg	1323	(25, 32)	f	1619	415	478	479	-5	0	126
113445054@N07	11763715753_061b56d714_o.jpg	1326	(25, 32)	m	884	382	542	542	10	0	36
113445054@N07	11763715753_061b56d714_o.jpg	1330	(25, 32)	f	1192	677	414	414	-10	0	76
113445054@N07	11764357274_368fd527f4_o.jpg	1339	(25, 32)	f	2009	524	338	338	0	0	138
113445054@N07	11764357274_368fd527f4_o.jpg	1325	(25, 32)	f	669	627	331	332	0	0	127
113445054@N07	11764357274_368fd527f4_o.jpg	1337	(25, 32)	f	288	639	319	318	0	0	114
113445054@N07	11764357274_368fd527f4_o.jpg	1340	(25, 32)	f	1644	642	306	306	0	0	149
113445054@N07	11764357274_368fd527f4_o.jpg	1342	(25, 32)	f	1016	651	306	306	10	0	106
113445054@N07	11764357274_368fd527f4_o.jpg	1341	(25, 32)	f	1198	560	300	300	-5	0	115
113445054@N07	11764191403_21b42135f9_o.jpg	1351	(25, 32)	m	800	867	529	529	5	0	19
113445054@N07	11764022143_0232826548_o.jpg	1325	(25, 32)	f	562	879	784	784	-5	0	68
113445054@N07	11763105733_46b48fc302_o.jpg	1329	34	m	970	517	988	989	0	0	100
113445054@N07	11763871885_fa5463beba_o.jpg	1329	34	m	627	1214	995	994	5	0	134
113445054@N07	11763770313_3d280c48e8_o.jpg	1326	(25, 32)	m	1314	1039	383	382	-10	0	58
113445054@N07	11763770313_3d280c48e8_o.jpg	1330	(25, 32)	f	1203	1279	325	325	5	0	59
113445054@N07	11763624023_8f875abee4_o.jpg	1347	57	m	615	658	803	803	-10	0	107
113445054@N07	11764192433_389aff0962_o.jpg	1352	(25, 32)	f	615	1326	261	261	0	0	41
113445054@N07	11763615294_3b82f7aa58_o.jpg	1329	34	m	640	729	931	931	-5	0	106
113445054@N07	11763614194_c28fdb73fe_o.jpg	1329	34	m	769	981	536	536	-15	0	52
113445054@N07	11765417826_3384a5335d_o.jpg	1350	(25, 32)	f	1021	828	485	485	-15	0	39
113445054@N07	11765417826_3384a5335d_o.jpg	1353	(38, 43)	m	1942	607	485	484	0	0	30
113445054@N07	11765417826_3384a5335d_o.jpg	1333	(25, 32)	f	666	702	427	427	-10	0	68
113445054@N07	11765417826_3384a5335d_o.jpg	1348	35	f	1356	553	382	382	5	0	39
113445054@N07	11765417826_3384a5335d_o.jpg	1334	(25, 32)	f	1678	629	382	383	5	0	42
113445054@N07	11764107653_8b55dd953d_o.jpg	1354	(25, 32)	f	1724	720	484	484	5	0	129
113445054@N07	11764107653_8b55dd953d_o.jpg	1355	(25, 32)	f	1002	686	370	370	5	0	152
113445054@N07	11763398355_52c8b7f4f7_o.jpg	1326	(25, 32)	m	1254	1549	319	318	-15	0	118
113445054@N07	11763398355_52c8b7f4f7_o.jpg	1330	(25, 32)	f	1153	1721	268	268	0	0	88
113445054@N07	11763751613_f5df422921_o.jpg	1330	(25, 32)	f	1549	436	357	357	10	0	44
113445054@N07	11802411474_33b144d8ea_o.jpg	1325	(25, 32)	f	823	793	1218	1218	5	0	99
113445054@N07	11763871685_b0cdc4e228_o.jpg	1329	34	m	592	1206	1097	1096	0	0	115
113445054@N07	11764040526_e857d0e31e_o.jpg	1329	34	m	1142	468	415	414	-5	0	78
113445054@N07	11764040526_e857d0e31e_o.jpg	1325	(25, 32)	f	953	847	318	319	-10	0	87
113445054@N07	11764056833_97b9bce406_o.jpg	1356	(25, 32)	f	1216	455	669	670	5	0	76
113445054@N07	11764056833_97b9bce406_o.jpg	1330	(25, 32)	f	449	494	580	580	-5	0	19
113445054@N07	11764661595_ab53019ec3_o.jpg	1350	(25, 32)	f	258	1101	860	860	-5	0	25
113445054@N07	11764661595_ab53019ec3_o.jpg	1333	(25, 32)	f	599	803	612	612	15	0	41
113445054@N07	11764661595_ab53019ec3_o.jpg	1334	(25, 32)	f	1361	782	567	567	5	0	67
113445054@N07	11764661595_ab53019ec3_o.jpg	1348	35	f	994	720	516	516	0	0	82
113445054@N07	11764022353_06a306a507_o.jpg	1325	(25, 32)	f	640	682	593	593	-15	0	58
113445054@N07	11764022353_06a306a507_o.jpg	1329	34	m	897	1109	586	586	-10	0	82
113445054@N07	11763735105_e97c61426b_o.jpg	1330	(25, 32)	f	430	589	644	644	5	0	33
113445054@N07	11763797195_e7e7b30e19_o.jpg	1323	(25, 32)	f	229	498	561	561	0	0	78
113445054@N07	11763797195_e7e7b30e19_o.jpg	1325	(25, 32)	f	808	591	459	459	-5	0	144
113445054@N07	11764196053_63e5e37f39_o.jpg	1325	(25, 32)	f	1596	957	306	306	0	0	42
113445054@N07	11764037423_4f67498d2a_o.jpg	1325	(25, 32)	f	9	110	776	777	0	0	57
113445054@N07	11765044624_d1ce648d21_o.jpg	1325	(25, 32)	f	1708	1187	453	452	0	0	72
113445054@N07	11764256143_969b2da061_o.jpg	1325	(25, 32)	f	1941	455	682	682	5	0	44
113445054@N07	11763714973_b61acc7ae2_o.jpg	1334	(25, 32)	f	1144	253	599	599	-10	0	84
113445054@N07	11763714973_b61acc7ae2_o.jpg	1330	(25, 32)	f	763	357	555	554	5	0	65
113445054@N07	11763105503_2d8892dd9a_o.jpg	1325	(25, 32)	f	1050	517	695	695	-5	0	57
113445054@N07	11764182604_abbe99d86e_o.jpg	1325	(25, 32)	f	1023	626	867	867	-10	0	68
113445054@N07	11763735395_f3a0f33810_o.jpg	1330	(25, 32)	f	443	494	643	643	10	0	44
113445054@N07	11763381575_78e203c9ff_o.jpg	1358	35	f	889	621	631	631	-10	0	41
113445054@N07	11764116323_858fe3cc46_o.jpg	1325	(25, 32)	f	772	329	1027	1027	0	0	74
113445054@N07	11764697906_04fb26dcfd_o.jpg	1351	(25, 32)	m	1686	862	363	363	5	0	87
113445054@N07	11764697906_04fb26dcfd_o.jpg	1325	(25, 32)	f	801	1016	325	325	-5	0	58
113445054@N07	11764263196_393d2f57c2_o.jpg	1330	(25, 32)	f	1418	651	306	306	5	0	41
113445054@N07	11763289655_db9dc32a39_o.jpg	1325	(25, 32)	f	1125	1260	382	383	0	0	38
113445054@N07	11763997433_9a8e81358d_o.jpg	1329	34	m	1479	1314	325	325	5	0	87
113445054@N07	11763399005_3c70e7936f_o.jpg	1326	(25, 32)	m	1327	1077	300	300	-15	0	116
113445054@N07	11763399005_3c70e7936f_o.jpg	1330	(25, 32)	f	1247	1225	268	268	5	0	77
113445054@N07	11764205874_5ddc9b4ba6_o.jpg	1357	(25, 32)	f	1581	868	337	338	15	0	16
113445054@N07	11764205874_5ddc9b4ba6_o.jpg	1333	(25, 32)	f	1332	886	306	306	-5	0	61
113445054@N07	11764205874_5ddc9b4ba6_o.jpg	1334	(25, 32)	f	1083	874	300	300	0	0	96
113445054@N07	11763799245_17d4600d35_o.jpg	1325	(25, 32)	f	965	656	389	389	-5	0	105
113445054@N07	11763799245_17d4600d35_o.jpg	1330	(25, 32)	f	1408	782	357	357	0	0	63
113445054@N07	11764911523_f75b0b3dec_o.jpg	1350	(25, 32)	f	677	1225	548	548	-5	0	46
113445054@N07	11764911523_f75b0b3dec_o.jpg	1334	(25, 32)	f	1346	929	542	542	-5	0	79
113445054@N07	11764911523_f75b0b3dec_o.jpg	1333	(25, 32)	f	135	1069	484	484	-10	0	76
113445054@N07	11764911523_f75b0b3dec_o.jpg	1325	(25, 32)	f	1738	465	485	484	-10	0	111
113445054@N07	11763285793_827cd41122_o.jpg	1359	(60, 100)	f	1879	184	280	281	10	0	62
113445054@N07	11765094824_ed5e7d7a57_o.jpg	1325	(25, 32)	f	543	1209	982	982	5	0	26
113445054@N07	11764257233_3b6b9018c7_o.jpg	1325	(25, 32)	f	1448	564	383	382	-5	0	65
113445054@N07	11764257233_3b6b9018c7_o.jpg	1360	35	m	1820	433	293	293	0	0	121
113445054@N07	11763692974_a90c3a616c_o.jpg	1325	(25, 32)	f	1275	976	414	415	-5	0	38
113445054@N07	11764010705_cf1405dd75_o.jpg	1335	(25, 32)	m	836	451	893	892	10	0	94
113445054@N07	11764010705_cf1405dd75_o.jpg	1325	(25, 32)	f	1488	672	714	714	0	0	120
113445054@N07	11764618506_e05aa9af4e_o.jpg	1325	(25, 32)	f	465	565	389	389	10	0	88
113445054@N07	11764012985_d4599ebe56_o.jpg	1325	(25, 32)	f	1783	1173	382	382	-5	0	62
113445054@N07	11764012985_d4599ebe56_o.jpg	1360	35	m	2172	1005	350	351	0	0	117
113445054@N07	11765072894_0b09225c7d_o.jpg	1334	(25, 32)	f	1440	701	612	612	5	0	62
113445054@N07	11765072894_0b09225c7d_o.jpg	1333	(25, 32)	f	680	792	580	580	10	0	57
113445054@N07	11765072894_0b09225c7d_o.jpg	1325	(25, 32)	f	2055	744	574	574	-5	0	92
113445054@N07	11765072894_0b09225c7d_o.jpg	1348	35	f	1050	619	491	491	0	0	93
113445054@N07	11765074264_c3dc335bef_o.jpg	1350	(25, 32)	f	1072	839	485	485	-5	0	55
113445054@N07	11765074264_c3dc335bef_o.jpg	1334	(25, 32)	f	1657	608	434	434	-5	0	57
113445054@N07	11765074264_c3dc335bef_o.jpg	1348	35	f	1381	624	325	325	15	0	55
113445054@N07	11764204584_223daf8d7c_o.jpg	1323	(25, 32)	f	521	612	408	407	0	0	84
113445054@N07	11764204584_223daf8d7c_o.jpg	1325	(25, 32)	f	878	626	376	376	-5	0	66
113445054@N07	11764204584_223daf8d7c_o.jpg	1330	(25, 32)	f	1345	755	344	344	0	0	68
113445054@N07	11764038883_6d76eb25be_o.jpg	1323	(25, 32)	f	277	385	1319	1320	-5	0	24
113445054@N07	11764038883_6d76eb25be_o.jpg	1325	(25, 32)	f	1514	419	1007	1007	5	0	73
113445054@N07	11764038883_6d76eb25be_o.jpg	1344	(25, 32)	f	2196	384	950	949	5	0	165
113445054@N07	11764190593_e8eec0e0a6_o.jpg	1351	(25, 32)	m	1686	862	363	363	5	0	82
113445054@N07	11764190593_e8eec0e0a6_o.jpg	1325	(25, 32)	f	806	1016	325	325	-5	0	63
113445054@N07	11764039313_a0a9990b48_o.jpg	1345	(25, 32)	f	1614	486	529	529	0	0	123
113445054@N07	11764039313_a0a9990b48_o.jpg	1323	(25, 32)	f	325	506	522	523	-5	0	41
113445054@N07	11764039313_a0a9990b48_o.jpg	1325	(25, 32)	f	715	470	472	471	-5	0	106
113445054@N07	11764039313_a0a9990b48_o.jpg	1322	(25, 32)	m	2063	157	319	319	0	0	151
113445054@N07	11763706273_a76ff2d79c_o.jpg	1358	35	f	103	376	274	274	5	0	100
113445054@N07	11764765076_8a270849b8_o.jpg	1360	35	m	659	728	510	510	10	0	54
113445054@N07	11764006315_8655a069ff_o.jpg	1325	(25, 32)	f	1005	227	759	759	-25	0	5
113445054@N07	11765095034_1544280200_o.jpg	1353	(38, 43)	m	586	844	778	778	-20	0	60
113445054@N07	11765095034_1544280200_o.jpg	1325	(25, 32)	f	576	1282	587	587	-25	0	12
113445054@N07	11763867414_5892f5b438_o.jpg	1325	(25, 32)	f	2	565	792	715	0	0	131
113445054@N07	11764050206_921eabfccc_o.jpg	1329	34	m	1048	1101	485	484	-15	0	98
113445054@N07	11764050206_921eabfccc_o.jpg	1325	(25, 32)	f	473	1412	452	452	-10	0	80
113445054@N07	11764700886_31e5d63e93_o.jpg	1337	(25, 32)	f	736	451	484	484	0	0	85
113445054@N07	11764700886_31e5d63e93_o.jpg	1338	(15, 20)	f	262	294	485	485	20	0	27
113445054@N07	11764700886_31e5d63e93_o.jpg	1340	(25, 32)	f	1214	478	465	465	5	0	94
113445054@N07	11764700886_31e5d63e93_o.jpg	1341	(25, 32)	f	1091	264	415	414	5	0	59
113445054@N07	11764685285_e07967f588_o.jpg	1334	(25, 32)	f	992	415	542	542	5	0	23
113445054@N07	11763876114_34b81607f5_o.jpg	1334	(25, 32)	f	1051	250	612	612	-15	0	82
113445054@N07	11763876114_34b81607f5_o.jpg	1330	(25, 32)	f	573	298	568	567	0	0	75
113445054@N07	11765445286_46755c9051_o.jpg	1350	(25, 32)	f	1187	594	669	669	5	0	58
113445054@N07	11765445286_46755c9051_o.jpg	1325	(25, 32)	f	2055	645	619	618	5	0	82
113445054@N07	11765445286_46755c9051_o.jpg	1348	35	f	1638	452	548	548	5	0	91
113445054@N07	11765445286_46755c9051_o.jpg	1334	(25, 32)	f	680	607	510	510	5	0	95
113445054@N07	11764347424_07c7aee693_o.jpg	1325	(25, 32)	f	701	911	306	306	-5	0	14
113445054@N07	11763952565_eba65f50c6_o.jpg	1337	(25, 32)	f	165	443	402	401	0	0	65
113445054@N07	11763952565_eba65f50c6_o.jpg	1340	(25, 32)	f	1558	459	364	363	0	0	76
113445054@N07	11763952565_eba65f50c6_o.jpg	1339	(25, 32)	f	1947	350	357	357	0	0	80
113445054@N07	11763952565_eba65f50c6_o.jpg	1325	(25, 32)	f	584	463	357	357	-5	0	86
113445054@N07	11763952565_eba65f50c6_o.jpg	1341	(25, 32)	f	1099	385	357	357	-10	0	110
113445054@N07	11763952565_eba65f50c6_o.jpg	1342	(25, 32)	f	941	489	326	325	5	0	81
113445054@N07	11763867404_6c6f736571_o.jpg	1325	(25, 32)	f	157	234	860	726	10	0	29
113445054@N07	11764272784_8e6d9e3722_o.jpg	1325	(25, 32)	f	278	108	1371	1371	-10	0	35
113445054@N07	11764531156_76929bc3d1_o.jpg	1325	(25, 32)	f	1026	463	574	574	0	0	73
113445054@N07	11764531156_76929bc3d1_o.jpg	1323	(25, 32)	f	1523	494	504	503	0	0	93
113445054@N07	11763799035_f4d3a157a4_o.jpg	1357	(25, 32)	f	2586	964	357	357	0	0	57
113445054@N07	11763799035_f4d3a157a4_o.jpg	1333	(25, 32)	f	503	1013	300	300	10	0	72
113445054@N07	11763799035_f4d3a157a4_o.jpg	1325	(25, 32)	f	1708	975	293	293	-5	0	57
113445054@N07	11763799035_f4d3a157a4_o.jpg	1344	(25, 32)	f	997	1067	293	294	-10	0	130
113445054@N07	11763799035_f4d3a157a4_o.jpg	1323	(25, 32)	f	831	1012	287	286	5	0	47
113445054@N07	11763799035_f4d3a157a4_o.jpg	1345	(25, 32)	f	1477	1002	280	280	-5	0	55
113445054@N07	11763799035_f4d3a157a4_o.jpg	1330	(25, 32)	f	2060	1070	281	281	5	0	86
113445054@N07	11763799035_f4d3a157a4_o.jpg	1334	(25, 32)	f	1252	1020	268	267	-10	0	64
113445054@N07	11763799035_f4d3a157a4_o.jpg	1348	35	f	2197	930	243	242	-20	0	61
113445054@N07	11765098194_c6e082c63b_o.jpg	1325	(25, 32)	f	344	959	714	714	-10	0	54
113445054@N07	11763779885_d884cb9d78_o.jpg	1345	(25, 32)	f	1214	537	599	599	0	0	75
113445054@N07	11802251473_e99decd32a_o.jpg	1325	(25, 32)	f	876	771	1243	1243	0	0	99
113445054@N07	11764201624_5d82965d9c_o.jpg	1344	(25, 32)	f	1378	371	606	605	0	0	126
113445054@N07	11764201624_5d82965d9c_o.jpg	1323	(25, 32)	f	454	341	593	592	5	0	70
113445054@N07	11764201624_5d82965d9c_o.jpg	1325	(25, 32)	f	1037	369	529	529	0	0	107
113445054@N07	11764736076_95381e8c14_o.jpg	1325	(25, 32)	f	1069	1270	344	344	5	0	78
113445054@N07	11763371113_953d63fcaf_o.jpg	1325	(25, 32)	f	670	374	982	982	90	0	66
113445054@N07	11764023673_3859635ae8_o.jpg	1329	34	m	1161	392	568	567	0	0	69
113445054@N07	11764023673_3859635ae8_o.jpg	1325	(25, 32)	f	777	736	523	523	-15	0	84
113445054@N07	11802733566_7e7958a495_o.jpg	1325	(25, 32)	f	731	79	1179	1180	-5	0	68
113445054@N07	11763801216_42cf4d5d29_o.jpg	1328	(25, 32)	f	259	691	542	542	0	0	99
113445054@N07	11763801216_42cf4d5d29_o.jpg	1325	(25, 32)	f	1101	666	312	312	5	0	112
113445054@N07	11763800495_05aef230a0_o.jpg	1329	34	m	1821	111	969	969	-10	0	67
113445054@N07	11764048766_58c44f3487_o.jpg	1325	(25, 32)	f	954	669	1109	1109	-10	0	106
113445054@N07	11763779515_071b994402_o.jpg	1345	(25, 32)	f	1155	918	510	510	5	0	66
113445054@N07	11763509445_2407b4d3f0_o.jpg	1326	(25, 32)	m	1090	1059	255	255	0	0	77
113445054@N07	11763287993_2c17c9223c_o.jpg	1328	(25, 32)	f	211	763	581	580	5	0	94
113445054@N07	11763287993_2c17c9223c_o.jpg	1325	(25, 32)	f	1063	753	293	294	5	0	122
113445054@N07	11764623606_fc2ee17bac_o.jpg	1325	(25, 32)	f	670	503	1167	1167	-5	0	97
113445054@N07	11763400115_4db58601e2_o.jpg	1347	57	m	1383	349	663	663	-5	0	52
113445054@N07	11763400115_4db58601e2_o.jpg	1330	(25, 32)	f	854	618	612	612	0	0	45
113445054@N07	11764763286_fc45929916_o.jpg	1325	(25, 32)	f	1313	635	612	612	0	0	120
113445054@N07	11763294945_b1958ce368_o.jpg	1329	34	m	1126	1026	485	484	-10	0	81
113445054@N07	11763294945_b1958ce368_o.jpg	1325	(25, 32)	f	568	1353	434	433	-10	0	80
113445054@N07	11765098904_3c9ed39e6c_o.jpg	1334	(25, 32)	f	1012	916	765	765	0	0	57
113445054@N07	11764116703_a1cd83ee0a_o.jpg	1325	(25, 32)	f	2097	538	542	542	0	0	71
113445054@N07	11763285025_3371ec2227_o.jpg	1329	34	m	996	586	382	383	-5	0	74
113445054@N07	11763285025_3371ec2227_o.jpg	1325	(25, 32)	f	733	935	318	319	-10	0	105
113445054@N07	11765418506_6580e999c1_o.jpg	1350	(25, 32)	f	677	1305	484	484	0	0	47
113445054@N07	11765418506_6580e999c1_o.jpg	1334	(25, 32)	f	1305	1026	484	484	0	0	80
113445054@N07	11765418506_6580e999c1_o.jpg	1325	(25, 32)	f	1657	538	465	466	-5	0	93
113445054@N07	11765418506_6580e999c1_o.jpg	1333	(25, 32)	f	288	1160	427	427	10	0	46
113445054@N07	11764551786_9ec1da1884_o.jpg	1323	(25, 32)	f	262	680	504	504	0	0	117
113445054@N07	11764551786_9ec1da1884_o.jpg	1325	(25, 32)	f	798	637	446	446	-10	0	139
113445054@N07	11802760266_eb06ff42e8_o.jpg	1325	(25, 32)	f	774	785	1237	1237	0	0	82
113445054@N07	11764009215_9abf1fcf74_o.jpg	1335	(25, 32)	m	1064	599	574	574	-10	0	56
113445054@N07	11764685675_d472245fa9_o.jpg	1334	(25, 32)	f	1507	677	485	484	0	0	81
113445054@N07	11764685675_d472245fa9_o.jpg	1348	35	f	1153	607	485	484	-10	0	73
113445054@N07	11764631315_652ded3813_o.jpg	1350	(25, 32)	f	1321	951	682	682	-5	0	52
113445054@N07	11764631315_652ded3813_o.jpg	1348	35	f	1445	572	523	522	10	0	99
113445054@N07	11764631315_652ded3813_o.jpg	1333	(25, 32)	f	972	911	433	434	-5	0	78
113445054@N07	11763566354_432dceb52a_o.jpg	1330	(25, 32)	f	658	188	669	669	10	0	19
113445054@N07	11764202164_5d5672e27f_o.jpg	1345	(25, 32)	f	1662	758	491	491	0	0	106
113445054@N07	11764202164_5d5672e27f_o.jpg	1323	(25, 32)	f	411	747	478	478	10	0	62
113445054@N07	11764202164_5d5672e27f_o.jpg	1325	(25, 32)	f	758	690	453	452	0	0	107
113445054@N07	11764345604_7f4ef13f34_o.jpg	1333	(25, 32)	f	2221	892	395	395	5	0	129
113445054@N07	11764549846_009e810e84_o.jpg	1323	(25, 32)	f	1161	846	727	727	5	0	93
113445054@N07	11764549846_009e810e84_o.jpg	1322	(25, 32)	m	584	670	721	721	0	0	77
113445054@N07	11764703556_f7bb27f508_o.jpg	1325	(25, 32)	f	1639	1055	262	261	0	0	50
113445054@N07	11764181874_551e266387_o.jpg	1325	(25, 32)	f	761	564	982	981	-5	0	65
113445054@N07	11763268914_441235492e_o.jpg	1329	34	m	1010	801	593	593	5	0	23
113445054@N07	11763783994_b95474fb35_o.jpg	1347	57	m	710	795	759	758	-5	0	124
113445054@N07	11763751803_47305d94e5_o.jpg	1334	(25, 32)	f	0	390	205	242	-5	0	91
113445054@N07	11763799625_49ff76a4a8_o.jpg	1325	(25, 32)	f	299	459	485	484	0	0	109
113445054@N07	11763799625_49ff76a4a8_o.jpg	1348	35	f	749	377	427	427	5	0	171
113445054@N07	11764109446_90da376818_o.jpg	1326	(25, 32)	m	0	717	202	261	-15	0	11
113445054@N07	11764261796_177d99f8f0_o.jpg	1326	(25, 32)	m	422	546	465	466	0	0	58
113445054@N07	11764261796_177d99f8f0_o.jpg	1330	(25, 32)	f	1676	886	376	376	10	0	39
113445054@N07	11763695364_074b879742_o.jpg	1325	(25, 32)	f	1192	210	1364	1364	5	0	67
113445054@N07	11764051706_749443df01_o.jpg	1329	34	m	1568	648	612	612	-5	0	69
